csid	mp	inchi	name	c	h	o	mol_wt	dou	Aromatic	OH	CO	CHO	COOH	COOR	ROR
3756	43.85	InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)	dodecanoic acid	12	24	2	200.31696	1.0	0	0	0	0	1	0	0
630	-2.4	InChI=1S/C4H6O2/c1-3(5)4(2)6/h1-2H3	2,3-butanedione	4	6	2	86.08844	2.0	0	0	1	0	0	0	0
9965	129.93	InChI=1S/C9H10O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-2,4-5,10H,3,6H2,(H,11,12)	3-(4-hydroxyphenyl)propionic acid	9	10	3	166.17270000000002	5.0	1	1	0	0	1	0	0
67007	30.95	InChI=1S/C14H26O4/c1-17-13(15)11-9-7-5-3-4-6-8-10-12-14(16)18-2/h3-12H2,1-2H3	dimethyl 1,10-decanedicarboxylate	14	26	4	258.35224	2.0	0	0	0	0	0	1	0
78543	26.0	InChI=1S/C7H10O/c1-2-7(8)5-3-4-6-7/h1,8H,3-6H2	1-ethynylcyclopentanol	7	10	1	110.1533	3.0	0	1	0	0	0	0	0
13839441	-17.0	InChI=1S/C5H12O2/c6-4-2-1-3-5-7/h6-7H,1-5H2	1,5-pentanediol	5	12	2	104.14678	0.0	0	1	0	0	0	0	0
11624	131.0	InChI=1S/C8H8O3/c9-7-3-1-2-6(4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)	3-hydroxyphenylacetic acid	8	8	3	152.14612	5.0	1	1	0	0	1	0	0
11591	246.0	InChI=1S/C8H6O3/c9-5-6-1-3-7(4-2-6)8(10)11/h1-5H,(H,10,11)	4-carboxybenzaldehyde	8	6	3	150.13024000000001	6.0	1	0	0	1	1	0	0
62668	190.0	InChI=1S/C9H8O5/c10-8(11)5-14-7-4-2-1-3-6(7)9(12)13/h1-4H,5H2,(H,10,11)(H,12,13)	2-(carboxymethoxy)benzoic acid	9	8	5	196.15482	6.0	1	0	0	0	1	0	1
62368	63.0	InChI=1S/C8H10O2/c9-5-7-3-1-2-4-8(7)6-10/h1-4,9-10H,5-6H2	1,2-benzenedimethanol	8	10	2	138.16299999999998	4.0	1	1	0	0	0	0	0
8254	145.0	InChI=1S/C13H10O3/c14-10-6-7-11(12(15)8-10)13(16)9-4-2-1-3-5-9/h1-8,14-15H	2,4-dihydroxybenzophenone	13	10	3	214.21549999999996	9.0	1	1	1	0	0	0	0
6554	128.0	InChI=1S/C14H10O3/c15-13(10-6-2-1-3-7-10)11-8-4-5-9-12(11)14(16)17/h1-9H,(H,16,17)	2-benzoylbenzoic acid	14	10	3	226.2262	10.0	1	0	1	0	1	0	0
120096	145.0	InChI=1S/C16H14O2/c17-15(13-7-3-1-4-8-13)11-12-16(18)14-9-5-2-6-10-14/h1-10H,11-12H2	1,2-dibenzoylethane	16	14	2	238.28036	10.0	1	0	1	0	0	0	0
8366	133.0	InChI=1S/C13H10O3/c14-11-7-4-8-12(9-11)16-13(15)10-5-2-1-3-6-10/h1-9,14H	resorcinol monobenzoate	13	10	3	214.21549999999996	9.0	1	1	0	0	0	1	0
6520	74.0	InChI=1S/C20H14O4/c21-19(23-15-9-3-1-4-10-15)17-13-7-8-14-18(17)20(22)24-16-11-5-2-6-12-16/h1-14H	diphenyl phthalate	20	14	4	318.32116	14.0	1	0	0	0	0	1	0
81679	105.0	InChI=1S/C14H12O/c15-9-14-12-7-3-1-5-10(12)11-6-2-4-8-13(11)14/h1-8,14-15H,9H2	9-fluorenylmethanol	14	12	1	196.24408	9.0	1	1	0	0	0	0	0
6479	41.0	InChI=1S/C9H8O/c10-9-6-5-7-3-1-2-4-8(7)9/h1-4H,5-6H2	1-indanone	9	8	1	132.15882	6.0	1	0	1	0	0	0	0
6824	163.0	InChI=1S/C10H8O2/c11-9-5-7-3-1-2-4-8(7)6-10(9)12/h1-6,11-12H	2,3-dihydroxynaphthalene	10	8	2	160.16852	7.0	1	1	0	0	0	0	0
10256	172.0	InChI=1S/C8H8O4/c1-4(9)5-2-3-6(10)8(12)7(5)11/h2-3,10-12H,1H3	2',3',4'-trihydroxyacetophenone	8	8	4	168.14512	5.0	1	1	1	0	0	0	0
6724	145.0	InChI=1S/C8H8O3/c1-5(9)7-3-2-6(10)4-8(7)11/h2-4,10-11H,1H3	2',4'-dihydroxyacetophenone	8	8	3	152.14612	5.0	1	1	1	0	0	0	0
62933	100.0	InChI=1S/C12H10O2/c1-8(13)10-7-6-9-4-2-3-5-11(9)12(10)14/h2-7,14H,1H3	2-acetyl-1-naphthol	12	10	2	186.20579999999998	8.0	1	1	1	0	0	0	0
65974	187.0	InChI=1S/C15H22O2/c1-14(2,3)11-7-10(9-16)8-12(13(11)17)15(4,5)6/h7-9,17H,1-6H3	3,5-di-tert-butyl-4-hydroxybenzaldehyde	15	22	2	234.33318	5.0	1	1	0	1	0	0	0
12667	80.0	InChI=1S/C10H12O2/c1-10(2,9(11)12)8-6-4-3-5-7-8/h3-7H,1-2H3,(H,11,12)	alpha,alpha-dimethylphenylacetic acid	10	12	2	164.20028	5.0	1	0	0	0	1	0	0
12067	-34.0	InChI=1S/C6H12O2/c1-5(2)3-4-6(7)8/h5H,3-4H2,1-2H3,(H,7,8)	4-methylvaleric acid	6	12	2	116.15748	1.0	0	0	0	0	1	0	0
13887609	110.0	InChI=1S/C8H8O4/c1-4-3-6(10)7(5(2)9)8(11)12-4/h3,7H,1-2H3	dehydroacetic acid	8	8	4	168.14512	5.0	0	0	1	0	0	1	0
13262	133.0	InChI=1S/C7H8O2/c1-5-3-7(8)4-6(2)9-5/h3-4H,1-2H3	2,6-dimethyl-4-pyrone	7	8	2	124.13642	4.0	1	0	0	0	0	0	0
6707	152.0	InChI=1S/C8H8O3/c1-5-2-3-7(9)6(4-5)8(10)11/h2-4,9H,1H3,(H,10,11)	5-methylsalicylic acid	8	8	3	152.14612	5.0	1	1	0	0	1	0	0
287294	26.0	InChI=1S/C6H8O2/c1-2-3-4-5-6(7)8/h2-3H2,1H3,(H,7,8)	2-hexynoic acid	6	8	2	112.12572	3.0	0	0	0	0	1	0	0
62631	56.0	InChI=1S/C19H38O/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(2)20/h3-18H2,1-2H3	2-nonadecanone	19	38	1	282.50402	1.0	0	0	1	0	0	0	0
10009	88.0	InChI=1S/C35H70O/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35(36)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-34H2,1-2H3	18-pentatriacontanone	35	70	1	506.9293	1.0	0	0	1	0	0	0	0
7830	34.0	InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3	ethyl stearate	20	40	2	312.5296	1.0	0	0	0	0	0	1	0
16310	102.0	InChI=1S/C15H22O3/c1-2-3-4-5-6-7-12-18-14-10-8-13(9-11-14)15(16)17/h8-11H,2-7,12H2,1H3,(H,16,17)	4-n-octyloxybenzoic acid	15	22	3	250.33218	5.0	1	0	0	0	1	0	1
85490	31.0	InChI=1S/C14H16O4/c1-3-17-13(15)12(14(16)18-4-2)10-11-8-6-5-7-9-11/h5-10H,3-4H2,1-2H3	diethyl benzylidenemalonate	14	16	4	248.27284	7.0	1	0	0	0	0	1	0
65704	38.0	InChI=1S/C10H12O2/c1-3-12-10-6-4-9(5-7-10)8(2)11/h4-7H,3H2,1-2H3	4'-ethoxyacetophenone	10	12	2	164.20028	5.0	1	0	1	0	0	0	1
62453	37.0	InChI=1S/C7H10O4/c1-5(7(9)11-3)4-6(8)10-2/h1,4H2,2-3H3	dimethyl itaconate	7	10	4	158.15030000000002	3.0	0	0	0	0	0	1	0
15420	82.0	InChI=1S/C8H10O3/c1-10-7-4-3-6(9)5-8(7)11-2/h3-5,9H,1-2H3	3,4-dimethoxyphenol	8	10	3	154.16199999999998	4.0	1	1	0	0	0	0	1
14948	71.0	InChI=1S/C9H10O3/c1-12-8-4-2-3-7(5-8)6-9(10)11/h2-5H,6H2,1H3,(H,10,11)	3-methoxyphenylacetic acid	9	10	3	166.17270000000002	5.0	1	0	0	0	1	0	1
10633	88.0	InChI=1S/C15H14O5/c1-17-11-7-3-5-9-13(11)19-15(16)20-14-10-6-4-8-12(14)18-2/h3-10H,1-2H3	bis(2-methoxyphenyl) carbonate	15	14	5	274.26666	9.0	1	0	0	0	0	1	1
60108	117.0	InChI=1S/C20H14O4/c21-19(15-8-3-1-4-9-15)23-17-12-7-13-18(14-17)24-20(22)16-10-5-2-6-11-16/h1-14H	1,3-dibenzoyloxybenzene	20	14	4	318.32116	14.0	1	0	0	0	0	1	0
376	105.33	InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)	pimelic acid	7	12	4	160.16618	2.0	0	0	0	0	1	0	0
34095	73.0	InChI=1S/C10H22O2/c11-9-7-5-3-1-2-4-6-8-10-12/h11-12H,1-10H2	1,10-decanediol	10	22	2	174.27967999999998	0.0	0	1	0	0	0	0	0
18	204.67	InChI=1S/C7H6O4/c8-5-3-1-2-4(6(5)9)7(10)11/h1-3,8-9H,(H,10,11)	2,3-dihydroxybenzoic acid	7	6	4	154.11854	5.0	1	1	0	0	1	0	0
8438	154.0	InChI=1S/C7H6O3/c8-4-5-1-2-6(9)7(10)3-5/h1-4,9-10H	3,4-dihydroxybenzaldehyde	7	6	3	138.11954	5.0	1	1	0	1	0	0	0
100	72.0	InChI=1S/C7H8O2/c8-5-6-2-1-3-7(9)4-6/h1-4,8-9H,5H2	3-hydroxybenzyl alcohol	7	8	2	124.13642	4.0	1	1	0	0	0	0	0
2117	179.67	InChI=1S/C14H10O3/c15-10-5-1-3-8-7-9-4-2-6-11(16)13(9)14(17)12(8)10/h1-6,15-16H,7H2	1,8,9-trihydroxyanthracene	14	10	3	226.2262	10.0	1	1	1	0	0	0	0
8099	98.0	InChI=1S/C8H6O3/c9-5-6-3-1-2-4-7(6)8(10)11/h1-5H,(H,10,11)	2-carboxybenzaldehyde	8	6	3	150.13024000000001	6.0	1	0	0	1	1	0	0
4962	85.67	InChI=1S/C7H8O2/c8-5-6-3-1-2-4-7(6)9/h1-4,8-9H,5H2	2-hydroxybenzyl alcohol	7	8	2	124.13642	4.0	1	1	0	0	0	0	0
60100	106.33	InChI=1S/C17H12O2/c18-17(14-7-2-1-3-8-14)19-16-11-10-13-6-4-5-9-15(13)12-16/h1-12H	2-naphthyl benzoate	17	12	2	248.27517999999998	12.0	1	0	0	0	0	1	0
13835294	285.0	InChI=1S/C14H8O2/c15-13-9-5-1-2-6-10(9)14(16)12-8-4-3-7-11(12)13/h1-8H	9,10-anthraquinone	14	8	2	208.21132	11.0	1	0	1	0	0	0	0
6751	156.17	InChI=1S/C14H10O/c15-14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)14/h1-8H,9H2	anthrone	14	10	1	194.2282	10.0	1	0	1	0	0	0	0
14836	77.17	InChI=1S/C12H24O/c13-12-10-8-6-4-2-1-3-5-7-9-11-12/h12-13H,1-11H2	cyclododecanol	12	24	1	184.31796	1.0	0	1	0	0	0	0	0
21168556	50.33	InChI=1S/C10H12O3/c1-7(11)8-4-5-9(12-2)10(6-8)13-3/h4-6H,1-3H3	3',4'-dimethoxyacetophenone	10	12	3	180.19928	5.0	1	0	1	0	0	0	1
10986	209.0	InChI=1S/C9H8O3/c1-6(10)7-2-4-8(5-3-7)9(11)12/h2-5H,1H3,(H,11,12)	4-acetylbenzoic acid	9	8	3	164.15681999999998	6.0	1	0	1	0	1	0	0
6846	121.0	InChI=1S/C14H12O/c1-11(15)12-7-9-14(10-8-12)13-5-3-2-4-6-13/h2-10H,1H3	4-acetylbiphenyl	14	12	1	196.24408	9.0	1	0	1	0	0	0	0
2283	217.33	InChI=1S/C14H22O2/c1-13(2,3)9-7-12(16)10(8-11(9)15)14(4,5)6/h7-8,15-16H,1-6H3	2,5-di-tert-butylhydroquinone	14	22	2	222.32247999999998	4.0	1	1	0	0	0	0	0
7037	55.33	InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3	2,4-di-tert-butylphenol	14	22	1	206.32348	4.0	1	1	0	0	0	0	0
11350	119.33	InChI=1S/C7H8O2/c1-5-6(8)3-2-4-7(5)9/h2-4,8-9H,1H3	2-methylresorcinol	7	8	2	124.13642	4.0	1	1	0	0	0	0	0
9779	153.33	InChI=1S/C10H12O2/c1-6-4-7(2)9(10(11)12)8(3)5-6/h4-5H,1-3H3,(H,11,12)	2,4,6-trimethylbenzoic acid	10	12	2	164.20028	5.0	1	0	0	0	1	0	0
11399	133.33	InChI=1S/C9H10O2/c1-6-3-4-7(2)8(5-6)9(10)11/h3-5H,1-2H3,(H,10,11)	2,5-dimethylbenzoic acid	9	10	2	150.1737	5.0	1	0	0	0	1	0	0
21153	20.33	InChI=1S/C12H24O/c1-3-4-5-6-7-8-9-10-11-12(2)13/h3-11H2,1-2H3	2-dodecanone	12	24	1	184.31796	1.0	0	0	1	0	0	0	0
13835108	-19.27	InChI=1S/C10H18O4/c1-3-13-9(11)7-5-6-8-10(12)14-4-2/h3-8H2,1-2H3	diethyl adipate	10	18	4	202.24592	2.0	0	0	0	0	0	1	0
21111774	71.33	InChI=1S/C10H14O2/c1-3-11-9-5-7-10(8-6-9)12-4-2/h5-8H,3-4H2,1-2H3	1,4-diethoxybenzene	10	14	2	166.21616	4.0	1	0	0	0	0	0	1
21105859	25.0	InChI=1S/C8H10O2/c1-10-8-4-2-7(6-9)3-5-8/h2-5,9H,6H2,1H3	4-methoxybenzyl alcohol	8	10	2	138.16299999999998	4.0	1	1	0	0	0	0	1
6852	73.17	InChI=1S/C11H10O/c1-12-11-7-6-9-4-2-3-5-10(9)8-11/h2-8H,1H3	2-methoxynaphthalene	11	10	1	158.1961	7.0	1	0	0	0	0	0	1
6574	30.0	InChI=1S/C13H12O/c1-14-13-10-6-5-9-12(13)11-7-3-2-4-8-11/h2-10H,1H3	2-methoxybiphenyl	13	12	1	184.23337999999998	8.0	1	0	0	0	0	0	1
531832	155.0	InChI=1S/C14H14O2/c1-15-13-9-5-3-7-11(13)12-8-4-6-10-14(12)16-2/h3-10H,1-2H3	2,2'-dimethoxybiphenyl	14	14	2	214.25896	8.0	1	0	0	0	0	0	1
13835557	133.0	InChI=1S/C6H6O3/c7-4-2-1-3-5(8)6(4)9/h1-3,7-9H	pyrogallol	6	6	3	126.10884	4.0	1	1	0	0	0	0	0
11673	116.0	InChI=1S/C8H6O2/c9-5-7-1-2-8(6-10)4-3-7/h1-6H	terephthalaldehyde	8	6	2	134.13124	6.0	1	0	0	1	0	0	0
13848467	12.75	InChI=1S/C8H10O2/c9-6-7-10-8-4-2-1-3-5-8/h1-5,9H,6-7H2	2-phenoxyethanol	8	10	2	138.16299999999998	4.0	1	1	0	0	0	0	1
21106584	41.13	InChI=1S/C10H10O/c1-9(11)7-8-10-5-3-2-4-6-10/h2-8H,1H3/b8-7+	benzylideneacetone	10	10	1	146.1854	6.0	1	0	1	0	0	0	0
13846663	98.875	InChI=1S/C10H14O/c1-10(2,3)8-4-6-9(11)7-5-8/h4-7,11H,1-3H3	4-tert-butylphenol	10	14	1	150.21716	4.0	1	1	0	0	0	0	0
3644	-89.25	InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3	2-propanol	3	8	1	60.09462	0.0	0	1	0	0	0	0	0
7514	-38.5	InChI=1S/C7H14O/c1-3-5-6-7(8)4-2/h3-6H2,1-2H3	3-heptanone	7	14	1	114.18506	1.0	0	0	1	0	0	0	0
7901	24.5	InChI=1S/C12H26O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h13H,2-12H2,1H3	1-dodecanol	12	26	1	186.33383999999998	0.0	0	1	0	0	0	0	0
13865426	-43.5	InChI=1S/C6H10O3/c1-3-9-6(8)4-5(2)7/h3-4H2,1-2H3	ethyl acetoacetate	6	10	3	130.1406	2.0	0	0	1	0	0	1	0
13848808	-8.25	InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3	methyl salicylate	8	8	3	152.14612	5.0	1	1	0	0	0	1	0
15161	83.75	InChI=1S/C11H14O5/c1-13-8-5-7(11(12)16-4)6-9(14-2)10(8)15-3/h5-6H,1-4H3	methyl 3,4,5-trimethoxybenzoate	11	14	5	226.22386000000003	5.0	1	0	0	0	0	1	1
21105937	0.25	InChI=1S/C8H8O2/c1-10-8-4-2-7(6-9)3-5-8/h2-6H,1H3	4-methoxybenzaldehyde	8	8	2	136.14712	5.0	1	0	0	1	0	0	1
10892	100.4975	InChI=1S/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)	2-methoxybenzoic acid	8	8	3	152.14612	5.0	1	0	0	0	1	0	1
13846658	166.2	InChI=1S/C12H10O/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9,13H	4-phenylphenol	12	10	1	170.2068	8.0	1	1	0	0	0	0	0
13839128	75.118	InChI=1S/C8H10O/c1-6-3-4-7(2)8(9)5-6/h3-5,9H,1-2H3	2,5-dimethylphenol	8	10	1	122.16399999999999	4.0	1	1	0	0	0	0	0
8665	56.16666667	InChI=1S/C7H8O2/c1-9-7-4-2-6(8)3-5-7/h2-5,8H,1H3	4-methoxyphenol	7	8	2	124.13642	4.0	1	1	0	0	0	0	1
11898	65.05	InChI=1S/C20H42O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21/h21H,2-20H2,1H3	1-eicosanol	20	42	1	298.54648000000003	0.0	0	1	0	0	0	0	0
8552	-2.983333333	InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)	hexanoic acid	6	12	2	116.15748	1.0	0	0	0	0	1	0	0
13863629	-37.1525	InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H	2-furaldehyde	5	4	2	96.08326000000001	4.0	1	0	0	1	0	0	0
4436353	-9.95	InChI=1S/C8H12O4/c1-3-11-7(9)5-6-8(10)12-4-2/h5-6H,3-4H2,1-2H3	diethyl maleate	8	12	4	172.17688	3.0	0	0	0	0	0	1	0
7908	-5.6	InChI=1S/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2	tetraethylene glycol	8	18	5	194.22352	0.0	0	1	0	0	0	0	1
10333	51.9	InChI=1S/C7H6O2/c8-6-4-2-1-3-5-7(6)9/h1-5H,(H,8,9)	tropolone	7	6	2	122.12054	5.0	1	1	0	0	0	0	0
10649	52.77	InChI=1S/C4H6O4/c1-7-3(5)4(6)8-2/h1-2H3	dimethyl oxalate	4	6	4	118.08644000000001	2.0	0	0	0	0	0	1	0
7185	60.663999999999994	InChI=1S/C9H12O/c1-7(2)8-3-5-9(10)6-4-8/h3-7,10H,1-2H3	4-isopropylphenol	9	12	1	136.19058	4.0	1	1	0	0	0	0	0
62359	-0.15	InChI=1S/C10H12O/c1-8(2)10(11)9-6-4-3-5-7-9/h3-8H,1-2H3	isobutyrophenone	10	12	1	148.20128	5.0	1	0	1	0	0	0	0
7866	11.43	InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)	nonanoic acid	9	18	2	158.23722	1.0	0	0	0	0	1	0	0
11824	8.58	InChI=1S/C8H14O4/c1-11-7(9)5-3-4-6-8(10)12-2/h3-6H2,1-2H3	dimethyl adipate	8	14	4	174.19276	2.0	0	0	0	0	0	1	0
8054	171.43	InChI=1S/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)	3,4,5-trimethoxybenzoic acid	10	12	5	212.19728	5.0	1	0	0	0	1	0	1
7190	180.2	InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)	p-toluic acid	8	8	2	136.14712	5.0	1	0	0	0	1	0	0
10004	104.25	InChI=1S/C6H8O2/c7-5-2-1-3-6(8)4-5/h1-4H2	1,3-cyclohexanedione	6	8	2	112.12572	3.0	0	0	1	0	0	0	0
207215	32.75	InChI=1S/C6H6O3/c7-3-5-1-2-6(4-8)9-5/h1-3,8H,4H2	5-hydroxymethyl-2-furaldehyde	6	6	3	126.10884	4.0	1	1	0	1	0	0	0
6837	221.25	InChI=1S/C11H8O3/c12-10-6-8-4-2-1-3-7(8)5-9(10)11(13)14/h1-6,12H,(H,13,14)	3-hydroxy-2-naphthoic acid	11	8	3	188.17822	8.0	1	1	0	0	1	0	0
19739	102.25	InChI=1S/C7H12O4/c1-7(2,3-5(8)9)4-6(10)11/h3-4H2,1-2H3,(H,8,9)(H,10,11)	3,3-dimethylglutaric acid	7	12	4	160.16618	2.0	0	0	0	0	1	0	0
7069	-54.75	InChI=1S/C8H14O3/c1-5(2)7(9)11-8(10)6(3)4/h5-6H,1-4H3	isobutyric anhydride	8	14	3	158.19376	2.0	0	0	0	0	0	0	0
62363	95.25	InChI=1S/C15H14O/c1-11-3-7-13(8-4-11)15(16)14-9-5-12(2)6-10-14/h3-10H,1-2H3	4,4'-dimethylbenzophenone	15	14	1	210.27066000000002	9.0	1	0	1	0	0	0	0
12100	71.25	InChI=1S/C22H46O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23/h23H,2-22H2,1H3	docosan-1-ol	22	46	1	326.59964	0.0	0	1	0	0	0	0	0
63350	74.25	InChI=1S/C12H10O3/c1-15-12(14)10-6-8-4-2-3-5-9(8)7-11(10)13/h2-7,13H,1H3	methyl 3-hydroxy-2-naphthoate	12	10	3	202.20479999999998	8.0	1	1	0	0	0	1	0
63122	95.75	InChI=1S/C16H14O5/c1-19-13-7-3-11(4-8-13)15(17)21-16(18)12-5-9-14(20-2)10-6-12/h3-10H,1-2H3	4-methoxybenzoic anhydride	16	14	5	286.27736000000004	10.0	1	0	0	0	0	0	1
66916	154.33	InChI=1S/C13H10O/c14-13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)13/h1-8,13-14H	9-fluorenol	13	10	1	182.21749999999997	9.0	1	1	0	0	0	0	0
7189	108.17	InChI=1S/C8H8O2/c1-6(9)7-2-4-8(10)5-3-7/h2-5,10H,1H3	4'-hydroxyacetophenone	8	8	2	136.14712	5.0	1	1	1	0	0	0	0
61749	115.83	InChI=1S/C9H8O3/c1-6(10)7-4-2-3-5-8(7)9(11)12/h2-5H,1H3,(H,11,12)	2-acetylbenzoic acid	9	8	3	164.15681999999998	6.0	1	0	1	0	1	0	0
29135	37.5	InChI=1S/C14H22O/c1-13(2,3)10-8-7-9-11(12(10)15)14(4,5)6/h7-9,15H,1-6H3	2,6-di-tert-butylphenol	14	22	1	206.32348	4.0	1	1	0	0	0	0	0
61542	70.83	InChI=1S/C8H8O2/c1-5-3-7(9)4-6(2)8(5)10/h3-4H,1-2H3	2,6-dimethyl-p-benzoquinone	8	8	2	136.14712	5.0	0	0	1	0	0	0	0
21105998	50.5	InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)6-10(9)11/h4-7,11H,1-3H3	thymol	10	14	1	150.21716	4.0	1	1	0	0	0	0	0
11021	60.5	InChI=1S/C8H10O/c1-7-2-4-8(6-9)5-3-7/h2-5,9H,6H2,1H3	4-methylbenzyl alcohol	8	10	1	122.16399999999999	4.0	1	1	0	0	0	0	0
21111723	53.17	InChI=1S/C9H12O3/c1-10-7-4-8(11-2)6-9(5-7)12-3/h4-6H,1-3H3	1,3,5-trimethoxybenzene	9	12	3	168.18858	4.0	1	0	0	0	0	0	1
10289	206.5	InChI=1S/C9H10O5/c1-13-6-3-5(9(11)12)4-7(14-2)8(6)10/h3-4,10H,1-2H3,(H,11,12)	syringic acid	9	10	5	198.1707	5.0	1	1	0	0	1	0	1
8155	212.33	InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)	vanillic acid	8	8	4	168.14512	5.0	1	1	0	0	1	0	1
6774	55.17	InChI=1S/C8H10O3/c1-10-6-4-3-5-7(11-2)8(6)9/h3-5,9H,1-2H3	2,6-dimethoxyphenol	8	10	3	154.16199999999998	4.0	1	1	0	0	0	0	1
132	215.25	InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)	4-hydroxybenzoic acid	7	6	3	138.11954	5.0	1	1	0	0	1	0	0
4600	261.25	InChI=1S/C20H14O4/c21-15-9-5-13(6-10-15)20(14-7-11-16(22)12-8-14)18-4-2-1-3-17(18)19(23)24-20/h1-12,21-22H	phenolphthalein	20	14	4	318.32116	14.0	1	1	0	0	0	1	0
6220	150.365	InChI=1S/C14H12O3/c15-13(16)14(17,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10,17H,(H,15,16)	benzilic acid	14	12	3	228.24208	9.0	1	1	0	0	1	0	0
6864	75.35	InChI=1S/C12H12O2/c13-7-8-14-12-6-5-10-3-1-2-4-11(10)9-12/h1-6,9,13H,7-8H2	2-(2-naphthoxy)ethanol	12	12	2	188.22168	7.0	1	1	0	0	0	0	1
21394	53.4	InChI=1S/C9H10O/c10-9-6-5-7-3-1-2-4-8(7)9/h1-4,9-10H,5-6H2	1-indanol	9	10	1	134.1747	5.0	1	1	0	0	0	0	0
7837	-34.24	InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3	1-heptanol	7	16	1	116.20094	0.0	0	1	0	0	0	0	0
1031	12.15555556	InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)	pyruvic acid	3	4	3	88.06085999999999	2.0	0	0	1	0	1	0	0
62628	61.5	InChI=1S/C8H18O2/c9-7-5-3-1-2-4-6-8-10/h9-10H,1-8H2	1,8-octanediol	8	18	2	146.22652	0.0	0	1	0	0	0	0	0
6468	259.5	InChI=1S/C12H6O2/c13-11-8-5-1-3-7-4-2-6-9(10(7)8)12(11)14/h1-6H	acenaphthenequinone	12	6	2	182.17404	10.0	1	0	0	0	0	0	0
12465	38.5	InChI=1S/C6H8O2/c7-5-3-1-2-4-6(5)8/h1-4H2	1,2-cyclohexanedione	6	8	2	112.12572	3.0	0	0	1	0	0	0	0
10230	98.5	InChI=1S/C15H10O2/c16-13-10-15(11-6-2-1-3-7-11)17-14-9-5-4-8-12(13)14/h1-10H	flavone	15	10	2	222.2379	11.0	1	0	0	0	0	0	0
63567	89.5	InChI=1S/C16H12O/c1-3-7-13(8-4-1)15-11-12-16(17-15)14-9-5-2-6-10-14/h1-12H	2,5-diphenylfuran	16	12	1	220.26548	11.0	1	0	0	0	0	0	0
191496	42.5	InChI=1S/C22H18O4/c23-21(25-15-17-9-3-1-4-10-17)19-13-7-8-14-20(19)22(24)26-16-18-11-5-2-6-12-18/h1-14H,15-16H2	dibenzyl phthalate	22	18	4	346.37432	14.0	1	0	0	0	0	1	0
6433	198.5	InChI=1S/C14H8O4/c15-9-5-6-10(16)12-11(9)13(17)7-3-1-2-4-8(7)14(12)18/h1-6,15-16H	1,4-dihydroxyanthraquinone	14	8	4	240.20932000000002	11.0	1	1	1	0	0	0	0
13927	31.5	InChI=1S/C15H12O/c16-15-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)15/h1-8H,9-10H2	dibenzosuberone	15	12	1	208.25478	10.0	1	0	1	0	0	0	0
19669	62.5	InChI=1S/C11H10O/c12-8-10-6-3-5-9-4-1-2-7-11(9)10/h1-7,12H,8H2	1-naphthalenemethanol	11	10	1	158.1961	7.0	1	1	0	0	0	0	0
