Row,Name,Synonym,Mol. form.,CAS Reg. No.,Beilstein Reg. No.,Mol. wt.,Physical form,mp/º﻿C,bp/º﻿C,Other bp/º﻿C,den/g cm<sup>-3</sup>,<i>n</i><sub>D</sub>,<i>s</i>/g  kg<sup>-1</sup>,vp/kPa (25 °﻿C),Solubility
500,"Aprobarbital","5-Isopropyl-5-allyl-2,4,6(1<i>H</i>,3<i>H</i>,5<i>H</i>)-pyrimidinetrione","C<sub>10</sub>H<sub>14</sub>N<sub>2</sub>O<sub>3</sub>","77-02-1",180858,"210.229","cry",141,,,,,,,"vs ace, eth, EtOH, chl",
51,"6-(Acetylamino)hexanoic acid","ε-Acetamidocaproic acid","C<sub>8</sub>H<sub>15</sub>NO<sub>3</sub>","57-08-9",1769466,"173.210","cry (ace)","104.5",,,,,,,,
52,"4-Acetylanisole",,"C<sub>9</sub>H<sub>10</sub>O<sub>2</sub>","100-06-1",742313,"150.174","pl (peth)","38.2(6)","254(12)",,"1.0818<sup>41</sup>","1.547<sup>41</sup>",,,"sl H<sub>2</sub>O; s EtOH, eth, ace, chl",
53,"2-Acetylbenzoic acid",,"C<sub>9</sub>H<sub>8</sub>O<sub>3</sub>","577-56-0",1210557,"164.158","nd (w), pr (bz)","114.5",,"111<sup>2</sup>",,,,,"vs H<sub>2</sub>O, eth, EtOH",
54,"3-Acetylbenzoic acid",,"C<sub>9</sub>H<sub>8</sub>O<sub>3</sub>","586-42-5",2207354,"164.158",,172,,"111<sup>2</sup>",,,,,"s H<sub>2</sub>O; msc EtOH",
55,"4-Acetylbenzoic acid",,"C<sub>9</sub>H<sub>8</sub>O<sub>3</sub>","586-89-0",2207355,"164.158","nd (w)",208,"subl",,,,,,"vs H<sub>2</sub>O",
56,"Acetyl benzoylperoxide","Acetozone","C<sub>9</sub>H<sub>8</sub>O<sub>4</sub>","644-31-5",1911081,"180.158","wh nd (lig)",37,,"130<sup>19</sup>",,,,,"vs eth",
57,"Acetyl bromide","Ethanoyl bromide","C<sub>2</sub>H<sub>3</sub>BrO","506-96-7",1697546,"122.948","liq","-96.5(5)","74(1)",,"1.6625<sup>16</sup>","1.4486<sup>20</sup>",,"16.2","msc eth, bz, chl; s ace",
58,"Acetyl chloride","Ethanoyl chloride","C<sub>2</sub>H<sub>3</sub>ClO","75-36-5",605303,"78.497","liq","-112.7(8)","51(2)",,"1.1051<sup>20</sup>","1.3886<sup>20</sup>",,"38.4","msc eth, ace, bz, chl; s ctc",
59,"Acetylcholine bromide",,"C<sub>7</sub>H<sub>16</sub>BrNO<sub>2</sub>","66-23-9",3572117,"226.112","hyg cry",146,,,,,,,"vs H<sub>2</sub>O",
60,"Acetylcholine chloride",,"C<sub>7</sub>H<sub>16</sub>ClNO<sub>2</sub>","60-31-1",3571875,"181.661",,150,,,,,,,"s H<sub>2</sub>O, EtOH; i eth",
61,"Acetylcholine iodide",,"C<sub>7</sub>H<sub>16</sub>INO<sub>2</sub>","2260-50-6",3571339,"273.112","hyg",163,,,,,,,,
62,"2-Acetylcyclohexanone",,"C<sub>8</sub>H<sub>12</sub>O<sub>2</sub>","874-23-7",1858621,"140.180",,"-11",,"112<sup>18</sup>, 101<sup>14</sup>","1.0782<sup>25</sup>","1.5138<sup>20</sup>",,,"s ctc",
63,"2-Acetylcyclopentanone",,"C<sub>7</sub>H<sub>10</sub>O<sub>2</sub>","1670-46-8",1857601,"126.153",,,,"73<sup>20</sup>","1.0431<sup>25</sup>","1.4906<sup>20</sup>",,,,
64,"<i>N</i>-Acetyl-<small>L</small>-cysteine","2-Acetamido-3-mercaptopropanoic acid","C<sub>5</sub>H<sub>9</sub>NO<sub>3</sub>S","616-91-1",1724426,"163.195","cry (w)","109.5",,,,,,,,
65,"3-Acetyldihydro-2(3<i>H</i>)-furanone","α-Acetylbutyrolactone","C<sub>6</sub>H<sub>8</sub>O<sub>3</sub>","517-23-7",112676,"128.126",,,,"107<sup>5</sup>","1.1846<sup>20</sup>","1.4585<sup>20</sup>",,,"vs H<sub>2</sub>O",
66,"1-Acetyl-2,5-dihydroxybenzene","2,5-Dihydroxyacetophenone","C<sub>8</sub>H<sub>8</sub>O<sub>3</sub>","490-78-8",637903,"152.148","ye grn nd (dil al or w)","205.3",,,,,,,"sl H<sub>2</sub>O, eth, bz; s EtOH",
67,"Acetylene","Ethyne","C<sub>2</sub>H<sub>2</sub>","74-86-2",906677,"26.037","col gas","-81.5(9)","-84.7 sp",,"0.377<sup>25</sup> (p>1 atm)",,"1.08<sup>25</sup>",,"sl H<sub>2</sub>O, EtOH, CS<sub>2</sub>; s ace, bz, chl",
68,"<i>N</i>-Acetylethanolamine",,"C<sub>4</sub>H<sub>9</sub>NO<sub>2</sub>","142-26-7",1811708,"103.120",,"63.5",,"166<sup>8</sup>","1.1079<sup>25</sup>","1.4674<sup>20</sup>",,,"msc H<sub>2</sub>O; s ace; sl bz, lig",
69,"Acetyl fluoride","Ethanoyl fluoride","C<sub>2</sub>H<sub>3</sub>FO","557-99-3",1733308,"62.042","vol liq or gas","-84","22(7)",,"1.032<sup>25</sup>",,,117,"msc EtOH, eth; s bz, chl; sl CS<sub>2</sub>",
70,"<i>N</i>-Acetylglutamic acid",,"C<sub>7</sub>H<sub>11</sub>NO<sub>5</sub>","1188-37-0",1727473,"189.166","pr (w)",199,,,,,,,"s H<sub>2</sub>O, EtOH",
71,"<i>N</i>-Acetylglycine","Aceturic acid","C<sub>4</sub>H<sub>7</sub>NO<sub>3</sub>","543-24-8",774114,"117.104","lo nd (w, MeOH)",206,,,,,,,"vs H<sub>2</sub>O, ace, EtOH",
72,"<i>trans</i>-1-Acetyl-4-hydroxy-<small>L</small>-proline","Oxaceprol","C<sub>7</sub>H<sub>11</sub>NO<sub>4</sub>","33996-33-7",84043,"173.167","cry (Ac)",132,,,,,,,"vs H<sub>2</sub>O, MeOH",
73,"1-Acetyl-1<i>H</i>-imidazole",,"C<sub>5</sub>H<sub>6</sub>N<sub>2</sub>O","2466-76-4",108425,"110.114",,"104.5",,,,,,,"sl H<sub>2</sub>O; s EtOH, eth, chl, THF",
74,"Acetyl iodide","Ethanoyl iodide","C<sub>2</sub>H<sub>3</sub>IO","507-02-8",1733780,"169.948",,,"109(5)",,"2.0673<sup>20</sup>","1.5491<sup>20</sup>",,"4.32","vs eth",
75,"Acetyl isothiocyanate",,"C<sub>3</sub>H<sub>3</sub>NOS","13250-46-9",635801,"101.127",,,"132.5",,"1.1523<sup>13</sup>","1.5231<sup>18</sup>",,,"s eth, CS<sub>2</sub>",
76,"<i>N</i><sup>6</sup>-Acetyl-<small>L</small>-lysine",,"C<sub>8</sub>H<sub>16</sub>N<sub>2</sub>O<sub>3</sub>","692-04-6",1725438,"188.224",,"265 dec",,,,,,,,
77,"<i>N</i>-Acetyl-<small>DL</small>-methionine",,"C<sub>7</sub>H<sub>13</sub>NO<sub>3</sub>S","1115-47-5",1725554,"191.248",,"114.5",,,,,,,,
78,"<i>N</i>-Acetyl-<small>L</small>-methionine","Methionamine","C<sub>7</sub>H<sub>13</sub>NO<sub>3</sub>S","65-82-7",1725552,"191.248",,"105.5",,,,,,,,
79,"1-Acetyl-17-methoxyaspidospermidine","Aspidospermine","C<sub>22</sub>H<sub>30</sub>N<sub>2</sub>O<sub>2</sub>","466-49-9",48882,"354.485","nd or pr (al) nd (peth)",208,,"220<sup>2</sup>",,,,,"sl H<sub>2</sub>O, eth; s EtOH, bz, chl",
80,"<i>N</i>-Acetyl-<i>N</i>-methylacetamide",,"C<sub>5</sub>H<sub>9</sub>NO<sub>2</sub>","1113-68-4",605869,"115.131","liq","-25",195,"114.5<sup>61</sup>","1.0663<sup>25</sup>","1.4502<sup>25</sup>",,,"msc H<sub>2</sub>O; i eth",
81,"1-Acetyl-3-methylpiperidine",,"C<sub>8</sub>H<sub>15</sub>NO","4593-16-2",1306369,"141.211","liq","-13.6",239,,"0.9684<sup>25</sup>","1.4731<sup>25</sup>",,,"vs H<sub>2</sub>O",
82,"3-Acetyl-6-methyl-2<i>H</i>-pyran-2,4(3<i>H</i>)-dione","Dehydroacetic acid","C<sub>8</sub>H<sub>8</sub>O<sub>4</sub>","520-45-6",6129,"168.148",,109,270,,,,,,"vs H<sub>2</sub>O, eth; sl EtOH, chl",
83,"4-Acetylmorpholine",,"C<sub>6</sub>H<sub>11</sub>NO<sub>2</sub>","1696-20-4",111971,"129.157",,"14.5",,"152<sup>50</sup>, 118<sup>12</sup>","1.1145<sup>20</sup>","1.4827<sup>20</sup>",,,"msc H<sub>2</sub>O; s EtOH, ace, ctc",
84,"<i>N</i>-Acetylneuraminic acid","Aceneuramic acid","C<sub>11</sub>H<sub>19</sub>NO<sub>9</sub>","131-48-6",,"309.271",,186,,,,,,,,
85,"Acetyl nitrate",,"C<sub>2</sub>H<sub>3</sub>NO<sub>4</sub>","591-09-3",1751232,"105.050",,,"60 exp","22<sup>70</sup>","1.24<sup>15</sup>",,,,,
86,"2-(Acetyloxy)benzoic acid","Acetylsalicylic acid","C<sub>9</sub>H<sub>8</sub>O<sub>4</sub>","50-78-2",779271,"180.158","nd (w), mcl tab (w)","136(4)",,,,,,,"s H<sub>2</sub>O, eth, chl; vs EtOH; sl bz",
87,"4-(Acetyloxy)benzoic acid",,"C<sub>9</sub>H<sub>8</sub>O<sub>4</sub>","2345-34-8",1871997,"180.158",,"188.5",,,,,,,,
88,"2-(Acetyloxy)-5-bromobenzoic acid","5-Bromoacetylsalicylic acid","C<sub>9</sub>H<sub>7</sub>BrO<sub>4</sub>","1503-53-3",2695058,"259.054","nd (al)",60,,,,,,,"i H<sub>2</sub>O; vs EtOH, eth",
89,"4-(Acetyloxy)-3-methoxybenzaldehyde",,"C<sub>10</sub>H<sub>10</sub>O<sub>4</sub>","881-68-5",1963795,"194.184",,78,,,,,,,"sl H<sub>2</sub>O; vs EtOH, eth",
90,"2-(Acetyloxy)-1-phenylethanone",,"C<sub>10</sub>H<sub>10</sub>O<sub>3</sub>","2243-35-8",1240545,"178.184","orth pl",49,270,,"1.1169<sup>65</sup>","1.5036<sup>65</sup>",,,"i H<sub>2</sub>O; vs EtOH, eth, chl; sl bz, lig",
91,"1-(Acetyloxy)-2-propanone","Acetoxyacetone","C<sub>5</sub>H<sub>8</sub>O<sub>3</sub>","592-20-1",1749857,"116.116",,,171,"63<sup>11</sup>","1.0757<sup>20</sup>","1.4141<sup>20</sup>",,,"vs H<sub>2</sub>O, eth, EtOH",
92,"(Acetyloxy)tributylstannane","Tributyltin acetate","C<sub>14</sub>H<sub>30</sub>O<sub>2</sub>Sn","56-36-0",639172,"349.097",,"84.7",,,,,,,,
93,"(Acetyloxy)triphenylstannane","Triphenyltin acetate","C<sub>20</sub>H<sub>18</sub>O<sub>2</sub>Sn","900-95-8",4146107,"409.066",,"125.2(5)",,,,,,,,
94,"4-Acetylphenyl acetate",,"C<sub>10</sub>H<sub>10</sub>O<sub>3</sub>","13031-43-1",2093080,"178.184",,,,,,,,,"s ctc, CS<sub>2</sub>",
95,"<i>N</i>-Acetyl-<small>L</small>-phenylalanine",,"C<sub>11</sub>H<sub>13</sub>NO<sub>3</sub>","2018-61-3",2213853,"207.226",,"173.5",,,,,,,"s EtOH",
96,"<i>N</i>-Acetyl-<small>L</small>-phenylalanine, ethyl ester",,"C<sub>13</sub>H<sub>17</sub>NO<sub>3</sub>","2361-96-8",,"235.279","cry (EtOH aq)",93,,,,,,,,
97,"<i>N</i>-Acetyl-<small>L</small>-phenylalanine, methyl ester",,"C<sub>12</sub>H<sub>15</sub>NO<sub>3</sub>","3618-96-0",,"221.252","nd (peth) or visc oil (chl)",91,,,,,,,,
98,"Acetyl phosphate",,"C<sub>2</sub>H<sub>5</sub>O<sub>5</sub>P","590-54-5",,"140.032","unstab in soln",,,,,,,,,
99,"1-Acetylpiperidine",,"C<sub>7</sub>H<sub>13</sub>NO","618-42-8",109570,"127.184","liq","-13.4","226.5",,"1.011<sup>9</sup>","1.4790<sup>25</sup>",,,"vs H<sub>2</sub>O, EtOH",
100,"1-Acetyl-4-piperidinone",,"C<sub>7</sub>H<sub>11</sub>NO<sub>2</sub>","32161-06-1",116031,"141.168",,,218,"124<sup>0.2</sup>","1.146<sup>25</sup>","1.5026<sup>20</sup>",,,,
101,"3-Acetylpyridine adenine dinucleotide","3-Acetyl NAD","C<sub>22</sub>H<sub>28</sub>N<sub>6</sub>O<sub>14</sub>P<sub>2</sub>","86-08-8",,"662.436","solid",,,,,,,,,
102,"4-Acetylthioanisole",,"C<sub>9</sub>H<sub>10</sub>OS","1778-09-2",1860517,"166.239",,"81.5",,,,,,,,
103,"Acetyl thiocholine iodide",,"C<sub>7</sub>H<sub>16</sub>INOS","1866-15-5",3916578,"289.177",,205,,,,,,,,
104,"<i>N</i>-Acetyl-<small>L</small>-tryptophan",,"C<sub>13</sub>H<sub>14</sub>N<sub>2</sub>O<sub>3</sub>","1218-34-4",89476,"246.261","nd (dil MeOH)","189.5",,,,,,,"s H<sub>2</sub>O, EtOH, alk",
105,"<i>N</i>-Acetyl-<small>L</small>-tyrosine",,"C<sub>11</sub>H<sub>13</sub>NO<sub>4</sub>","537-55-3",,"223.226","cry (w); pl (diox)",153,,,,,,,,
106,"<i>N</i>-Acetyl-<small>L</small>-tyrosine ethyl ester",,"C<sub>13</sub>H<sub>17</sub>NO<sub>4</sub>","840-97-1",2217900,"251.279",,"80.5",,,,,,,,
107,"<i>N</i>-Acetyl-<small>L</small>-valine",,"C<sub>7</sub>H<sub>13</sub>NO<sub>3</sub>","96-81-1",,"159.183",,164,,,,,,,,
108,"Acid Fuchsin","Fuchsin, acid","C<sub>20</sub>H<sub>17</sub>N<sub>3</sub>Na<sub>2</sub>O<sub>9</sub>S<sub>3</sub>","3244-88-0",4111656,"585.539",,,,,,,,,"sl H<sub>2</sub>O, EtOH",
109,"Acifluorfen","5-[2-Chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoic acid","C<sub>14</sub>H<sub>7</sub>ClF<sub>3</sub>NO<sub>5</sub>","50594-66-6",,"361.658",,"164.3(5)",,,,,,,,
110,"Aconine",,"C<sub>25</sub>H<sub>41</sub>NO<sub>9</sub>","509-20-6",60864,"499.596","amor",132,,,,,,,"s H<sub>2</sub>O, EtOH, chl; sl eth, lig",
111,"Aconitine",,"C<sub>34</sub>H<sub>47</sub>NO<sub>11</sub>","302-27-2",74608,"645.737","orth lf",204,,,,,,,"vs bz, EtOH, chl",
112,"9-Acridinamine","Aminacrine","C<sub>13</sub>H<sub>10</sub>N<sub>2</sub>","90-45-9",141171,"194.231","ye nd (ace or al)",241,,,,,,,"s EtOH, ace; sl DMSO; vs dil HCl",
113,"Acridine","Dibenzo[<i>b,e</i>]pyridine","C<sub>13</sub>H<sub>9</sub>N","260-94-6",120200,"179.217","orth nd or pr (al)","110.06(5)","346.9(10)",,"1.005<sup>20</sup>",,"0.0466<sup>25</sup>",,"i H<sub>2</sub>O; sl ctc; vs EtOH, eth, bz",
114,"3,6-Acridinediamine","Proflavine","C<sub>13</sub>H<sub>11</sub>N<sub>3</sub>","92-62-6",166050,"209.246","ye nd (al or w)",285,,,,,,,"s H<sub>2</sub>O; vs EtOH; sl eth, bz",
115,"9(10<i>H</i>)-Acridinone",,"C<sub>13</sub>H<sub>9</sub>NO","578-95-0",7104,"195.216","ye lf (al)",">300",,,,,,,"i H<sub>2</sub>O, eth, bz; sl EtOH; s HOAc, alk",
116,"Acrolein","2-Propenal","C<sub>3</sub>H<sub>4</sub>O","107-02-8",741856,"56.063","liq","-87.8(9)","52.3(1)",,"0.840<sup>20</sup>","1.4017<sup>20</sup>","263<sup>20</sup>","36.2","vs H<sub>2</sub>O; s EtOH, eth, ace; sl chl",
117,"Acrylamide","2-Propenamide","C<sub>3</sub>H<sub>5</sub>NO","79-06-1",605349,"71.078","lf (bz)","85(1)","192.6",,,,"≈370<sup>20</sup>",,"vs H<sub>2</sub>O, chl; s EtOH, eth, ace",
118,"Acrylic acid","2-Propenoic acid","C<sub>3</sub>H<sub>4</sub>O<sub>2</sub>","79-10-7",635743,"72.063","acrid liq","13.56(5)","142(2)",,"1.0511<sup>20</sup>","1.4224<sup>20</sup>",,"0.53","msc H<sub>2</sub>O, EtOH, eth; s ace, bz, ctc",
119,"Acrylonitrile","Propenenitrile","C<sub>3</sub>H<sub>3</sub>N","107-13-1",605310,"53.063","liq","-83.51(5)","77.2(2)",,"0.8007<sup>25</sup>","1.3911<sup>20</sup>","79.3<sup>20</sup>","14.1","s H<sub>2</sub>O; vs ace, bz, eth, EtOH",
120,"Acyclovir",,"C<sub>8</sub>H<sub>11</sub>N<sub>5</sub>O<sub>3</sub>","59277-89-3",,"225.205","cry (EtOH)",225,,,,,,,,
121,"Adenine","1<i>H</i>-Purin-6-amine","C<sub>5</sub>H<sub>5</sub>N<sub>5</sub>","73-24-5",5777,"135.128","orth nd (+3w)","360 dec","220 subl",,,,"1.04<sup>25</sup>",,"s H<sub>2</sub>O; sl EtOH; i eth, chl",
122,"Adenosine","β-<small>D</small>-Ribofuranoside, adenine-9","C<sub>10</sub>H<sub>13</sub>N<sub>5</sub>O<sub>4</sub>","58-61-7",93029,"267.242","n(w+3/2)","235.5",,,,,"5.1<sup>25</sup>",,"sl H<sub>2</sub>O; i EtOH",
123,"Adenosine cyclic 3',5'-(hydrogen phosphate)","cAMP","C<sub>10</sub>H<sub>12</sub>N<sub>5</sub>O<sub>6</sub>P","60-92-4",,"329.206","cry",219,,,,,,,,
124,"Adenosine 3',5'-diphosphate","3'-Adenylic acid, 5'-(dihydrogen phosphate)","C<sub>10</sub>H<sub>15</sub>N<sub>5</sub>O<sub>10</sub>P<sub>2</sub>","1053-73-2",,"427.202","amor pow",,,,,,,,,
125,"Adenosine 5'-methylenediphosphonate","Adenosine, 5'-[hydrogen (phosphonomethyl)phosphonate]","C<sub>11</sub>H<sub>17</sub>N<sub>5</sub>O<sub>9</sub>P<sub>2</sub>","3768-14-7",,"425.229","cry (w)",204,,,,,,,"s H<sub>2</sub>O",
126,"Adenosine 5'-monophosphate","5'-Adenylic acid","C<sub>10</sub>H<sub>14</sub>N<sub>5</sub>O<sub>7</sub>P","61-19-8",54612,"347.222",,"195 dec",,,,,,,"vs H<sub>2</sub>O; s EtOH, 10% HCl",
127,"Adenosine 3'-phosphate","3'-Adenylic acid","C<sub>10</sub>H<sub>14</sub>N<sub>5</sub>O<sub>7</sub>P","84-21-9",,"347.222","col nd","195 dec",,,,,,,,
128,"Adenosine 5'-triphosphate","ATP","C<sub>10</sub>H<sub>16</sub>N<sub>5</sub>O<sub>13</sub>P<sub>3</sub>","56-65-5",,"507.181",,"144 dec",,,,,,,,
129,"<i>S</i>-Adenosyl-<small>L</small>-homocysteine",,"C<sub>14</sub>H<sub>20</sub>N<sub>6</sub>O<sub>5</sub>S","979-92-0",,"384.411",,"210 dec",,,,,,,,
130,"Adipamic acid",,"C<sub>6</sub>H<sub>11</sub>NO<sub>3</sub>","334-25-8",1762332,"145.156","nd (w)","161.5",,,,,,,,
131,"Adiphenine hydrochloride","2-(Diethylamino)ethyl α-phenylbenzeneacetate hydrochloride","C<sub>20</sub>H<sub>26</sub>ClNO<sub>2</sub>","50-42-0",3919592,"347.879","cry","113.5",,,,,,,"vs H<sub>2</sub>O; sl EtOH, eth",
132,"Adrenalone",,"C<sub>9</sub>H<sub>11</sub>NO<sub>3</sub>","99-45-6",2366101,"181.188","nd","235 dec",,,,,,,"sl H<sub>2</sub>O, EtOH, eth",
133,"Affinin","<i>N</i>-(2-Methylpropyl)-2,6,8-decatrienamide","C<sub>14</sub>H<sub>23</sub>NO","25394-57-4",,"221.339","ye oil",23,,"162<sup>0.5</sup>",,"1.5134<sup>25</sup>",,,"i H<sub>2</sub>O",
134,"Aflatoxin B1",,"C<sub>17</sub>H<sub>12</sub>O<sub>6</sub>","1162-65-8",,"312.273","cry",268,,,,,,,,
135,"Aflatoxin B2",,"C<sub>17</sub>H<sub>14</sub>O<sub>6</sub>","7220-81-7",1355115,"314.289",,"287.5",,,,,,,,
136,"Aflatoxin G1",,"C<sub>17</sub>H<sub>12</sub>O<sub>7</sub>","1165-39-5",1299768,"328.273","cry",245,,,,,,,,
137,"Agaritine","<small>L</small>-Glutamic acid, 5-[2-[4-(hydroxymethyl)phenyl]hydrazide]","C<sub>12</sub>H<sub>17</sub>N<sub>3</sub>O<sub>4</sub>","2757-90-6",,"267.281","cry (dil al)","207 dec",,,,,,,"vs H<sub>2</sub>O",
138,"Ajmalan-17,21-diol, (17<i>R</i>,21α)","Ajmaline","C<sub>20</sub>H<sub>26</sub>N<sub>2</sub>O<sub>2</sub>","4360-12-7",,"326.432","pl (+3.5w) (aq AcOEt)",206,,,,,,,"i H<sub>2</sub>O; s EtOH, chl; sl eth, bz",
139,"Alachlor","Acetamide, 2-chloro-<i>N</i>-(2,6-diethylphenyl)-<i>N</i>-(methoxymethyl)-","C<sub>14</sub>H<sub>20</sub>ClNO<sub>2</sub>","15972-60-8",,"269.768",,"42(2)",,"100<sup>0.02</sup>","1.133<sup>25</sup>",,"0.24<sup>23</sup>",,,
140,"<small>DL</small>-Alanine","<small>DL</small>-2-Aminopropanoic acid","C<sub>3</sub>H<sub>7</sub>NO<sub>2</sub>","302-72-7",1720250,"89.094","orth pr or nd (w)","300 dec","250 subl",,"1.424<sup>25</sup>",,,,"s H<sub>2</sub>O; vs EtOH",
141,"<small>D</small>-Alanine","2-Aminopropanoic acid, (<i>R</i>)-","C<sub>3</sub>H<sub>7</sub>NO<sub>2</sub>","338-69-2",1720249,"89.094","nd (w, al)","314 dec","subl",,,,,,"s H<sub>2</sub>O; sl EtOH; i eth",
142,"<small>L</small>-Alanine","2-Aminopropanoic acid, (<i>S</i>)-","C<sub>3</sub>H<sub>7</sub>NO<sub>2</sub>","56-41-7",1720248,"89.094","orth (w)","297 dec","250 subl",,"1.432<sup>22</sup>",,"167<sup>25</sup>",,"s H<sub>2</sub>O; sl EtOH, py; i eth, ace",
143,"β-Alanine","3-Aminopropanoic acid","C<sub>3</sub>H<sub>7</sub>NO<sub>2</sub>","107-95-9",906793,"89.094","nd, orth pr (al)","200 dec",,,"1.437<sup>19</sup>",,"890<sup>25</sup>",,"s H<sub>2</sub>O; sl EtOH; i eth, ace",
144,"Alantolactone",,"C<sub>15</sub>H<sub>20</sub>O<sub>2</sub>","546-43-0",13423,"232.319","nd",76,275,,,,,,"vs bz, eth, EtOH, chl",
145,"Aldicarb","2-Methyl-2-(methylthio)propanal, <i>O</i>-[(methylamino)carbonyl]oxime","C<sub>7</sub>H<sub>14</sub>N<sub>2</sub>O<sub>2</sub>S","116-06-3",,"190.263",,"101.1(4)",,,"1.195<sup>25</sup>",,"6.0<sup>20</sup>",,,
146,"Aldosterone",,"C<sub>21</sub>H<sub>28</sub>O<sub>5</sub>","52-39-1",3224996,"360.444","cry (HOAc)","166.5",,,,,,,,
147,"Aldoxycarb <i>S,S</i>-dioxide","2-Methyl-2-(methylthio)propanal, <i>O</i>-[(methylamino)carbonyl]oxime <i>S,S</i>-dioxide","C<sub>7</sub>H<sub>14</sub>N<sub>2</sub>O<sub>4</sub>S","1646-88-4",,"222.262","cry",141,,,,,,,"sl H<sub>2</sub>O",
148,"Aldrin",,"C<sub>12</sub>H<sub>8</sub>Cl<sub>6</sub>","309-00-2",2336652,"364.910",,"103.8(3)",,,,,"0.0002<sup>25</sup>",,"i H<sub>2</sub>O; s EtOH, eth, ace, bz",
149,"Alizarin Red S","Sodium alizarinesulfonate","C<sub>14</sub>H<sub>7</sub>NaO<sub>7</sub>S","130-22-3",,"342.257",,,,,,,,,"vs H<sub>2</sub>O; s EtOH",
150,"Alizarin Yellow R",,"C<sub>13</sub>H<sub>9</sub>N<sub>3</sub>O<sub>5</sub>","2243-76-7",962365,"287.227","oran-br nd (dil HOAc)","253 dec",,,,,,,"vs H<sub>2</sub>O, EtOH",
301,"1-Aminoethanol","Acetaldehyde ammonia","C<sub>2</sub>H<sub>7</sub>NO","75-39-8",1900185,"61.083","orth (eth-al)",97,"110 dec",,,,,,"s H<sub>2</sub>O; sl eth",
302,"2-(2-Aminoethoxy)ethanol","Diglycolamine","C<sub>4</sub>H<sub>11</sub>NO<sub>2</sub>","929-06-6",,"105.136",,"-12.5","223.1(1)",,"1.0572<sup>20</sup>",,,,,
303,"<i>N</i>-(2-Aminoethyl)acetamide",,"C<sub>4</sub>H<sub>10</sub>N<sub>2</sub>O","1001-53-2",1743120,"102.134",,51,,,,,,,"s H<sub>2</sub>O, EtOH, bz; i eth",
304,"6-Amino-3-ethyl-1-allyl-2,4(1<i>H</i>,3<i>H</i>)-pyrimidinedione","Aminometradine","C<sub>9</sub>H<sub>13</sub>N<sub>3</sub>O<sub>2</sub>","642-44-4",175533,"195.218","cry (+1w, w)",143,,,,,,,,
305,"1-[(2-Aminoethyl)amino]-2-propanol","<i>N</i>-(2-Hydroxypropyl)ethylenediamine","C<sub>5</sub>H<sub>14</sub>N<sub>2</sub>O","123-84-2",1734090,"118.177",,,,"94<sup>3</sup>","0.9837<sup>25</sup>","1.4738<sup>20</sup>",,,,
306,"4-(2-Aminoethyl)-1,2-benzenediol, hydrochloride","Dopamine hydrochloride","C<sub>8</sub>H<sub>12</sub>ClNO<sub>2</sub>","62-31-7",3656720,"189.640","nd (w)","241 dec",,,,,,,"vs H<sub>2</sub>O, MeOH",
307,"α-(1-Aminoethyl)benzenemethanol, [<i>S</i>-(<i>R</i>*,<i>R</i>*)]-",,"C<sub>9</sub>H<sub>13</sub>NO","492-39-7",2802895,"151.205","pl(MeOH)","77.5",,,,,,,"vs eth, EtOH, chl",
308,"α-(1-Aminoethyl)benzenemethanol, hydrochloride",,"C<sub>9</sub>H<sub>14</sub>ClNO","53631-70-2",3656420,"187.666",,"198.5",,,,,,,"s H<sub>2</sub>O",
309,"<i>N</i>-(2-Aminoethyl)ethanolamine",,"C<sub>4</sub>H<sub>12</sub>N<sub>2</sub>O","111-41-1",506012,"104.150",,,"242(5)","105<sup>10</sup>","1.0286<sup>20</sup>","1.4863<sup>20</sup>",,,"msc H<sub>2</sub>O, EtOH; s ace; sl bz, lig",
310,"4-(2-Aminoethyl)phenol","Tyramine","C<sub>8</sub>H<sub>11</sub>NO","51-67-2",1099914,"137.179","pl or nd (bz, w), cry (al)","164.5",,"206<sup>25</sup>",,,"10.4<sup>15</sup>",,"sl H<sub>2</sub>O, bz, DMSO; s EtOH, xyl; i tol",
311,"<i>N</i>-(2-Aminoethyl)-1,3-propanediamine","<i>N</i>-(3-Aminopropyl)ethylenediamine","C<sub>5</sub>H<sub>15</sub>N<sub>3</sub>","13531-52-7",2203013,"117.193",,,,"87<sup>3</sup>",,"1.4805<sup>25</sup>",,,,
312,"2-Amino-2-ethyl-1,3-propanediol",,"C<sub>5</sub>H<sub>13</sub>NO<sub>2</sub>","115-70-8",635714,"119.163",,"37.5",,"152<sup>10</sup>","1.099<sup>20</sup>","1.490<sup>20</sup>",,,"msc H<sub>2</sub>O",
313,"<small>L</small>-2-Aminohexanedioic acid","2-Aminoadipic acid","C<sub>6</sub>H<sub>11</sub>NO<sub>4</sub>","542-32-5",,"161.156","cry (EtOH, w)","205 dec",,,,,,,"sl H<sub>2</sub>O, EtOH, eth",
314,"6-Aminohexanenitrile","5-Cyano-1-pentylamine","C<sub>6</sub>H<sub>12</sub>N<sub>2</sub>","2432-74-8",,"112.172","liq",,,"118<sup>16</sup>",,,,,,
315,"6-Aminohexanoic acid","ε-Aminocaproic acid","C<sub>6</sub>H<sub>13</sub>NO<sub>2</sub>","60-32-2",906872,"131.173","lf (eth)",205,,,,,"852<sup>25</sup>",,"vs H<sub>2</sub>O; i EtOH; sl MeOH",
