Row,Name,Synonym,Mol. form.,CAS Reg. No.,Beilstein Reg. No.,Mol. wt.,Physical form,mp/º﻿C,bp/º﻿C,Other bp/º﻿C,den/g cm<sup>-3</sup>,<i>n</i><sub>D</sub>,<i>s</i>/g  kg<sup>-1</sup>,vp/kPa (25 °﻿C),Solubility
754,"Benzoyl chloride","Benzoic acid, chloride","C<sub>7</sub>H<sub>5</sub>ClO","98-88-4",471389,"140.567","liq","-0.5(2)","201(8)","71<sup>9</sup>","1.2120<sup>20</sup>","1.5537<sup>20</sup>",,"0.084","msc eth; s bz, ctc, CS<sub>2</sub>",
755,"Benzoyl cyclohexane","Cyclohexyl phenyl ketone","C<sub>13</sub>H<sub>16</sub>O","712-50-5",2046712,"188.265","nd (peth)","59.5",,"164<sup>18</sup>",,,,,,
756,"Benzoylecgonine",,"C<sub>16</sub>H<sub>19</sub>NO<sub>4</sub>","519-09-5",89637,"289.327","nd (w)",195,,,,,,,"vs bz, EtOH",
757,"Benzoylferrocene",,"C<sub>17</sub>H<sub>14</sub>FeO","1272-44-2",,"290.137",,"108(1)",,,,,,,,
758,"Benzoyl fluoride","Benzoic acid, fluoride","C<sub>7</sub>H<sub>5</sub>FO","455-32-3",1904977,"124.112","liq","-28","154.5",,"1.1400<sup>20</sup>",,,,"vs EtOH, eth; s ctc",
759,"<i>N</i>-Benzoylglycine","Hippuric acid","C<sub>9</sub>H<sub>9</sub>NO<sub>3</sub>","495-69-2",1073987,"179.172","pr (w or al)","191.5",,,"1.371<sup>20</sup>",,"3.7<sup>25</sup>",,"s H<sub>2</sub>O, EtOH; sl eth, bz, chl; i peth",
760,"Benzoyl iodide","Benzoic acid, iodide","C<sub>7</sub>H<sub>5</sub>IO","618-38-2",2039639,"232.018","nd","3(2)",,"128<sup>20</sup>","1.746<sup>18</sup>",,,,"vs eth, EtOH",
761,"2-Benzoylmethyl-6(2-hydroxy-2-phenylethyl)-1-methylpiperidine, hydrochloride",,"C<sub>22</sub>H<sub>28</sub>ClNO<sub>2</sub>","63990-84-1",,"373.916",,"183.5",,,,,,,"sl H<sub>2</sub>O; s EtOH; vs chl",
762,"3-(Benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, ethyl ester, [1<i>R</i>-(<i>exo,exo</i>)]","Cocaethylene","C<sub>18</sub>H<sub>23</sub>NO<sub>4</sub>","529-38-4",,"317.381","pr (eth)",109,,,,,,,"vs eth, EtOH",
763,"Benzoyl peroxide",,"C<sub>14</sub>H<sub>10</sub>O<sub>4</sub>","94-36-0",984320,"242.227","orth (eth), pr","104.5(9)","exp",,,"1.543","0.00016<sup>20</sup>",,"sl H<sub>2</sub>O; s EtOH, eth, ace, bz, CS<sub>2</sub>",
764,"1-Benzoylpiperidine",,"C<sub>12</sub>H<sub>15</sub>NO","776-75-0",136611,"189.253","tcl",49,"320.5",,,,,,"i H<sub>2</sub>O; s EtOH, eth; sl ctc",
765,"<i>N</i>-Benzoyl-<small>L</small>-tyrosine ethyl ester",,"C<sub>18</sub>H<sub>19</sub>NO<sub>4</sub>","3483-82-7",2223819,"313.349",,"119.5",,,,,,,,
766,"Benzphetamine",,"C<sub>17</sub>H<sub>21</sub>N","156-08-1",3203999,"239.356",,,,"127<sup>0.02</sup>",,"1.5515<sup>19</sup>",,,"vs eth, EtOH, MeOH, chl",
767,"Benzpiperylon","1,2-Dihydro-2-(1-methyl-4-piperidinyl)-5-phenyl-4-benzyl-3<i>H</i>-pyrazol-3-one","C<sub>22</sub>H<sub>25</sub>N<sub>3</sub>O","53-89-4",339239,"347.453","cry (al)","182 dec",,,,,,,,
768,"Benzquinamide",,"C<sub>22</sub>H<sub>32</sub>N<sub>2</sub>O<sub>5</sub>","63-12-7",,"404.499","cry",131,,,,,,,,
769,"Benzthiazide",,"C<sub>15</sub>H<sub>14</sub>ClN<sub>3</sub>O<sub>4</sub>S<sub>3</sub>","91-33-8",,"431.938","cry (EtOH)",236,,,,,,,"i H<sub>2</sub>O; s alk",
770,"<i>N</i>-Benzylacetamide",,"C<sub>9</sub>H<sub>11</sub>NO","588-46-5",1817692,"149.189",,61,,"157<sup>2</sup>",,,,,"vs EtOH, eth",
771,"Benzyl acetate","(Acetoxymethyl)benzene","C<sub>9</sub>H<sub>10</sub>O<sub>2</sub>","140-11-4",1908121,"150.174","liq","-51.5(4)","215(1)",,"1.0550<sup>20</sup>","1.5232<sup>20</sup>","1.50<sup>25</sup>","0.022","sl H<sub>2</sub>O; msc EtOH; s eth, ace, chl",
772,"Benzyl acrylate",,"C<sub>10</sub>H<sub>10</sub>O<sub>2</sub>","2495-35-4",2043347,"162.185",,,228,,"1.0573<sup>20</sup>","1.5143<sup>20</sup>",,,"i H<sub>2</sub>O; s EtOH, eth, ace, ctc",
773,"Benzyl alcohol","Benzenemethanol","C<sub>7</sub>H<sub>8</sub>O","100-51-6",878307,"108.138","liq","-15.5(2)","205.3(2)",,"1.0419<sup>24</sup>","1.5396<sup>20</sup>","0.8<sup>20</sup>","0.015","s H<sub>2</sub>O, EtOH, eth, ace, bz, MeOH, chl",
774,"Benzylamine","Benzenemethanamine","C<sub>7</sub>H<sub>9</sub>N","100-46-9",741984,"107.153","liq",,"185(3)","90<sup>12</sup>","0.9813<sup>20</sup>","1.5401<sup>20</sup>",,"0.096","msc H<sub>2</sub>O, EtOH, eth; vs ace; s bz; sl chl",
775,"4-(Benzylamino)benzenesulfonamide","<i>N</i><sup>4</sup>-Benzylsulfanilamide","C<sub>13</sub>H<sub>14</sub>N<sub>2</sub>O<sub>2</sub>S","104-22-3",2654538,"262.327",,171,,,,,,,,
776,"2-[Benzylamino]ethanol",,"C<sub>9</sub>H<sub>13</sub>NO","104-63-2",775164,"151.205",,,280,"154<sup>12</sup>","1.065<sup>25</sup>","1.5430<sup>20</sup>",,,,
777,"4-Benzylaniline",,"C<sub>13</sub>H<sub>13</sub>N","1135-12-2",2208463,"183.249","mcl (lig)","34.5",300,,"1.038<sup>25</sup>",,,,"vs eth, EtOH, lig",
778,"<i>N</i>-Benzylaniline","<i>N</i>-Phenylbenzenemethanamine","C<sub>13</sub>H<sub>13</sub>N","103-32-2",1867229,"183.249","pr","33(4)","306.5",,"1.0298<sup>65</sup>","1.6118<sup>25</sup>",,,"vs eth, EtOH",
779,"α-Benzylbenzenepropanoic acid",,"C<sub>16</sub>H<sub>16</sub>O<sub>2</sub>","618-68-8",1966230,"240.297","pl (peth HOAc) nd (w)",90,,"235<sup>18</sup>",,,,,"vs bz, eth, EtOH",
780,"2-Benzyl-1<i>H</i>-benzimidazole","Bendazol","C<sub>14</sub>H<sub>12</sub>N<sub>2</sub>","621-72-7",159495,"208.258","nd (bz)",187,,,,,,,"vs bz, EtOH, gl HOAc",
781,"Benzyl benzoate","Benzyl benzenecarboxylate","C<sub>14</sub>H<sub>12</sub>O<sub>2</sub>","120-51-4",2049280,"212.244","nd or lf","19(1)","321.3(9)",,"1.1121<sup>25</sup>","1.5680<sup>20</sup>",,,"i H<sub>2</sub>O; s EtOH, eth, ace, bz, MeOH, chl",
782,"4-Benzyl-1,1'-biphenyl",,"C<sub>19</sub>H<sub>16</sub>","613-42-3",2047066,"244.330","lf",85,,"285<sup>110</sup>","1.171<sup>0</sup>",,,,"i H<sub>2</sub>O; s EtOH, ctc; vs eth, bz",
783,"Benzyl butanoate",,"C<sub>11</sub>H<sub>14</sub>O<sub>2</sub>","103-37-7",2047625,"178.228",,,239,,"1.0111<sup>20</sup>","1.4920<sup>20</sup>",,,"i H<sub>2</sub>O; vs EtOH, eth; s ctc",
784,"Benzyl butyl phthalate","Butyl benzyl phthalate","C<sub>19</sub>H<sub>20</sub>O<sub>4</sub>","85-68-7",,"312.360","liq",,370,,"1.119<sup>25</sup>",,,,"i H<sub>2</sub>O",
785,"Benzyl chloroacetate",,"C<sub>9</sub>H<sub>9</sub>ClO<sub>2</sub>","140-18-1",2091502,"184.619",,,,"147<sup>9</sup>, 85<sup>0.4</sup>","1.2223<sup>4</sup>","1.5426<sup>18</sup>",,,"vs eth, EtOH",
786,"Benzyl chloroformate","Carbobenzoxy chloride","C<sub>8</sub>H<sub>7</sub>ClO<sub>2</sub>","501-53-1",509751,"170.594","oily liq",,,"103<sup>20</sup>","1.195<sup>25</sup>","1.5190<sup>20</sup>",,,"s eth, ace, bz",
787,"Benzyl <i>trans</i>-cinnamate","Benzyl <i>trans</i>-3-phenyl-2-propenoate","C<sub>16</sub>H<sub>14</sub>O<sub>2</sub>","78277-23-3",2051339,"238.281","pr",39,"350 dec","244<sup>5</sup>","1.109<sup>15</sup>",,,,"i H<sub>2</sub>O; s EtOH, eth; sl bz",
788,"2-Benzyl-4,5-dihydro-1<i>H</i>-imidazole","Tolazoline","C<sub>10</sub>H<sub>12</sub>N<sub>2</sub>","59-98-3",128757,"160.215","cry (peth)",67,,,,,,,,
789,"<i>N'</i>-Benzyl-<i>N,N</i>-dimethyl-1,2-ethanediamine","<i>N'</i>-Benzyl-<i>N,N</i>-dimethylethylenediamine","C<sub>11</sub>H<sub>18</sub>N<sub>2</sub>","103-55-9",2641339,"178.274",,,,"145<sup>30</sup>, 123<sup>11</sup>","0.9343<sup>20</sup>","1.5089<sup>20</sup>",,,,
790,"<i>N</i>-Benzyl-<i>N',N'</i>-dimethyl-<i>N</i>-2-pyridinyl-1,2-ethanediamine","Tripelennamine","C<sub>16</sub>H<sub>21</sub>N<sub>3</sub>","91-81-6",227074,"255.358","ye oil",,,"140<sup>0.1</sup>",,"1.576<sup>25</sup>",,,"misc H<sub>2</sub>O",
791,"Benzyl dodecanoate","Benzyl laurate","C<sub>19</sub>H<sub>30</sub>O<sub>2</sub>","140-25-0",2280321,"290.440",,"8.5",,"210<sup>12</sup>","0.9429<sup>25</sup>","1.4812<sup>24</sup>",,,"vs bz, eth, EtOH, peth",
792,"Benzylethylamine","<i>N</i>-Ethylbenzenemethanamine","C<sub>9</sub>H<sub>13</sub>N","14321-27-8",386023,"135.206",,,194,,"0.9342<sup>17</sup>","1.5117<sup>20</sup>",,,"sl H<sub>2</sub>O, ctc; s EtOH, eth, bz, chl",
793,"<i>N</i>-Benzyl-<i>N</i>-ethylaniline","Ethylbenzylaniline","C<sub>15</sub>H<sub>17</sub>N","92-59-1",2099852,"211.303","pa ye oil",35,288,"185<sup>22</sup>","1.001<sup>55</sup>","1.5943<sup>23</sup>",,,"i H<sub>2</sub>O; s EtOH, eth, chl",
794,"Benzyl ethyl ether","(Ethoxymethyl)benzene","C<sub>9</sub>H<sub>12</sub>O","539-30-0",2040908,"136.190",,,"188(4)",,"0.9478<sup>20</sup>","1.4955<sup>20</sup>",,"0.136","i H<sub>2</sub>O; msc EtOH, eth",
795,"Benzyl formate",,"C<sub>8</sub>H<sub>8</sub>O<sub>2</sub>","104-57-4",2041319,"136.149",,,"203(8)","84<sup>10</sup>","1.081<sup>20</sup>","1.5154<sup>20</sup>","10.8<sup>20</sup>",,"i H<sub>2</sub>O; s EtOH, ace; msc eth; sl ctc",
796,"Benzyl fumarate",,"C<sub>18</sub>H<sub>16</sub>O<sub>4</sub>","538-64-7",2473273,"296.318","cry pow",59,,"210<sup>5</sup>",,,,,"vs eth, EtOH, chl",
797,"Benzylidene diacetate","Toluene-α,α-diol, diacetate","C<sub>11</sub>H<sub>12</sub>O<sub>4</sub>","581-55-5",2052169,"208.211","pl (eth)","45.1(5)",220,,"1.11<sup>20</sup>",,,,"vs bz, eth, EtOH",
798,"Benzylimidobis(<i>p</i>-methoxyphenyl)methane",,"C<sub>22</sub>H<sub>21</sub>NO<sub>2</sub>","524-96-9",2665938,"331.408","pa ye cry",90,,,,,,,"vs eth, chl",
799,"2-Benzyl-1<i>H</i>-isoindole-1,3(2<i>H</i>)-dione",,"C<sub>15</sub>H<sub>11</sub>NO<sub>2</sub>","2142-01-0",193913,"237.254","ye nd (al)",116,,,"1.343<sup>18</sup>",,,,"s EtOH, HOAc; sl DMSO",
800,"Benzylisopropylamine","<i>N</i>-Isopropylbenzenemethanamine","C<sub>10</sub>H<sub>15</sub>N","102-97-6",2638437,"149.233",,,200,"93<sup>10</sup>","0.892<sup>25</sup>","1.5025<sup>20</sup>",,,,
801,"Benzyl isothiocyanate","(Isothiocyanatomethyl)benzene","C<sub>8</sub>H<sub>7</sub>NS","622-78-6",386135,"149.214","ye oil",,243,,"1.1246<sup>16</sup>","1.6049<sup>15</sup>",,,"i H<sub>2</sub>O; msc EtOH; s eth",
802,"Benzyl methacrylate",,"C<sub>11</sub>H<sub>12</sub>O<sub>2</sub>","2495-37-6",,"176.212",,,,"144<sup>50</sup>",,,,,,
803,"1-Benzyl-2-methylbenzene","2-Benzyltoluene","C<sub>14</sub>H<sub>14</sub>","713-36-0",2041439,"182.261",,"6.61(1)","281(7)",,"1.0020<sup>20</sup>","1.5763<sup>20</sup>",,,,
804,"1-Benzyl-4-methylbenzene","4-Benzyltoluene","C<sub>14</sub>H<sub>14</sub>","620-83-7",2041436,"182.261","liq","-30","282(6)",,"0.9976<sup>20</sup>","1.5712<sup>20</sup>",,,"vs eth, bz, EtOH, chl",
805,"Benzyl 3-methylbutanoate",,"C<sub>12</sub>H<sub>16</sub>O<sub>2</sub>","103-38-8",2503435,"192.254",,,245,"136<sup>25</sup>","0.9983<sup>15</sup>","1.4884<sup>20</sup>",,,,
806,"Benzyl methyl ether",,"C<sub>8</sub>H<sub>10</sub>O","538-86-3",1099242,"122.164","liq","-52.6(4)","175(3)",,"0.9634<sup>20</sup>","1.5008<sup>20</sup>",,,"i H<sub>2</sub>O, lig; vs EtOH, eth; s bz",
807,"1-Benzyl-2-methylhydrazine","1-Methyl-2-phenylmethylhydrazine","C<sub>8</sub>H<sub>12</sub>N<sub>2</sub>","10309-79-2",,"136.194","liq",,,"117<sup>20</sup>",,,,,,
808,"Benzyl 2-methylpropanoate","Benzyl isobutyrate","C<sub>11</sub>H<sub>14</sub>O<sub>2</sub>","103-28-6",1869299,"178.228",,,228,"114<sup>20</sup>","1.0159<sup>18</sup>","1.4883<sup>20</sup>",,,,
809,"2-Benzyl-1-methyl-4(1<i>H</i>)-quinazolinone","Glycosine","C<sub>16</sub>H<sub>14</sub>N<sub>2</sub>O","6873-15-0",220267,"250.294",,"161.5",,,,,,,,
810,"Benzyl nitrite",,"C<sub>7</sub>H<sub>7</sub>NO<sub>2</sub>","935-05-7",2042660,"137.137","oil",,,"81<sup>35</sup>","1.075<sup>25</sup>","1.4989<sup>25</sup>",,,,
811,"<i>N</i>-Benzyloxycarbonylaspartame",,"C<sub>22</sub>H<sub>24</sub>N<sub>2</sub>O<sub>7</sub>","33605-72-0",,"428.435","cry",122,,,,,,,,
812,"Benzyloxycarbonyl-<small>L</small>-glutamine",,"C<sub>13</sub>H<sub>16</sub>N<sub>2</sub>O<sub>5</sub>","2650-64-8",2061271,"280.276",,"134.5",,,,,,,"s DMSO",
813,"Benzyloxycarbonylglycine",,"C<sub>10</sub>H<sub>11</sub>NO<sub>4</sub>","1138-80-3",526877,"209.199",,121,,,,,,,"s ace",
814,"Benzyloxycarbonylglycyl-<small>L</small>-leucine",,"C<sub>16</sub>H<sub>22</sub>N<sub>2</sub>O<sub>5</sub>","1421-69-8",,"322.356",,100,,,,,,,,
815,"Benzyloxycarbonylglycyl-<small>L</small>-phenylalanine",,"C<sub>19</sub>H<sub>20</sub>N<sub>2</sub>O<sub>5</sub>","1170-76-9",,"356.372",,126,,,,,,,,
816,"2-(Benzyloxy)ethanol","Ethylene glycol monobenzyl ether","C<sub>9</sub>H<sub>12</sub>O<sub>2</sub>","622-08-2",2043566,"152.190","oil","<-75",256,,"1.0640<sup>20</sup>","1.5233<sup>20</sup>",,,"vs H<sub>2</sub>O, eth, EtOH",
817,"Benzylpenicillin sodium",,"C<sub>16</sub>H<sub>17</sub>N<sub>2</sub>NaO<sub>4</sub>S","69-57-8",3834217,"356.372","nd (BuOH aq)",215,,,"1.41",,,,"vs H<sub>2</sub>O; s MeOH; i ace, eth, chl",
818,"2-Benzylphenol","<i>o</i>-Benzylphenol","C<sub>13</sub>H<sub>12</sub>O","28994-41-4",2045725,"184.233",,21,312,,,"1.5994<sup>20</sup>",,,"vs ace, bz, EtOH",
819,"4-Benzylphenol","<i>p</i>-Benzylphenol","C<sub>13</sub>H<sub>12</sub>O","101-53-1",1449572,"184.233",,84,322,,,,,,"s H<sub>2</sub>O, EtOH, eth, bz, ctc, HOAc, chl",
820,"Benzyl phenyl ether",,"C<sub>13</sub>H<sub>12</sub>O","946-80-5",2045713,"184.233","lf (al)","39(3)","285(13)",,,,,,,
821,"1-Benzylpiperazine",,"C<sub>11</sub>H<sub>16</sub>N<sub>2</sub>","2759-28-6",141624,"176.258",,,,"146<sup>12</sup>",,"1.5430<sup>28</sup>",,,"s H<sub>2</sub>O, EtOH, eth; sl chl",
822,"1-Benzylpiperidine",,"C<sub>12</sub>H<sub>17</sub>N","2905-56-8",5639,"175.270",,,245,,"0.9625<sup>16</sup>","1.5227<sup>20</sup>",,,,
823,"4-Benzylpiperidine",,"C<sub>12</sub>H<sub>17</sub>N","31252-42-3",132339,"175.270",,"16.8",270,"150<sup>17</sup>","0.9970<sup>20</sup>","1.5337<sup>25</sup>",,,"i H<sub>2</sub>O; s EtOH, eth",
824,"Benzyl propanoate",,"C<sub>10</sub>H<sub>12</sub>O<sub>2</sub>","122-63-4",2046122,"164.201",,,"224(20)",,"1.0335<sup>20</sup>",,,,,
825,"2-Benzylpyridine",,"C<sub>12</sub>H<sub>11</sub>N","101-82-6",115875,"169.222","nd","12.5",277,"149<sup>16</sup>","1.067<sup>0</sup>","1.5785<sup>20</sup>",,,"i H<sub>2</sub>O; s EtOH, eth, chl",
826,"4-Benzylpyridine",,"C<sub>12</sub>H<sub>11</sub>N","2116-65-6",115831,"169.222",,"12.4",288,"180<sup>31</sup>","1.0612<sup>20</sup>","1.5818<sup>20</sup>",,,"i H<sub>2</sub>O; s EtOH, ctc; vs eth",
827,"Benzyl 3-pyridinecarboxylate","Benzyl nicotinate","C<sub>13</sub>H<sub>11</sub>NO<sub>2</sub>","94-44-0",159169,"213.232",,,,"170<sup>3</sup>",,,,,,
828,"1-Benzyl-1<i>H</i>-pyrrole",,"C<sub>11</sub>H<sub>11</sub>N","2051-97-0",110937,"157.212",,"14(2)",247,,"1.0183<sup>20</sup>","1.5655<sup>24</sup>",,,"i H<sub>2</sub>O; vs EtOH, eth",
829,"Benzyl 1,2-pyrrolidinedicarboxylate, (<i>S</i>)-","<i>N</i>-(Benzyloxycarbonyl)-<small>L</small>-proline","C<sub>13</sub>H<sub>15</sub>NO<sub>4</sub>","1148-11-4",88579,"249.263",,"78.5",,,,"1.5310<sup>20</sup>",,,"sl chl",
830,"Benzyl salicylate",,"C<sub>14</sub>H<sub>12</sub>O<sub>3</sub>","118-58-1",2115365,"228.243",,,320,,"1.1799<sup>20</sup>","1.5805<sup>20</sup>",,,"sl H<sub>2</sub>O; s EtOH, eth, ctc",
831,"<i>O</i>-Benzyl-<small>L</small>-serine","3-(Benzyloxy)-<small>L</small>-alanine","C<sub>10</sub>H<sub>13</sub>NO<sub>3</sub>","4726-96-9",2114846,"195.215",,"218 dec",,,,,,,,
832,"Benzylsulfonic acid",,"C<sub>7</sub>H<sub>8</sub>O<sub>3</sub>S","100-87-8",,"172.202","hyg cry",,,,,,,,,
833,"4-[(Benzylsulfonyl)amino]benzoic acid","<i>p</i>-(Benzylsulfonamido)benzoic acid","C<sub>14</sub>H<sub>13</sub>NO<sub>4</sub>S","536-95-8",3352303,"291.323",,"229.5",,,,,,,"vs EtOH",
834,"(Benzylsulfonyl)benzene",,"C<sub>13</sub>H<sub>12</sub>O<sub>2</sub>S","3112-88-7",2049938,"232.298","nd (al)","146(3)",,,"1.1261<sup>153</sup>",,,,"i H<sub>2</sub>O; sl EtOH, eth, bz",
835,"(Benzylthio)benzene",,"C<sub>13</sub>H<sub>12</sub>S","831-91-4",1909409,"200.299","lf (al)","43.5",,"197<sup>27</sup>",,,,,"i H<sub>2</sub>O; s EtOH, eth, con sulf",
836,"Benzyl thiocyanate","α-Thiocyanatotoluene","C<sub>8</sub>H<sub>7</sub>NS","3012-37-1",1859726,"149.214","pr (al)",43,232,,,,,,"i H<sub>2</sub>O; s EtOH, eth, chl, CS<sub>2</sub>",
837,"Benzyltrimethylammonium chloride",,"C<sub>10</sub>H<sub>16</sub>ClN","56-93-9",3917255,"185.694",,243,,,,,,,"vs H<sub>2</sub>O; s ace",
838,"Benzylurea",,"C<sub>8</sub>H<sub>10</sub>N<sub>2</sub>O","538-32-9",2208083,"150.177","nd (al)",148,"200 dec",,,,,,"vs ace, EtOH",
839,"Bephenium chloride",,"C<sub>17</sub>H<sub>22</sub>ClNO","13928-81-9",,"291.816","cry (ace)",135,,,,,,,,
840,"Berberine","5,6-Dihydro-9,10-dimethoxybenzo[g]-1,3-benzodioxolo[5,6-a]quinolizinium","C<sub>20</sub>H<sub>19</sub>NO<sub>5</sub>","2086-83-1",3570374,"353.369","red-ye nd (w+6) cry (chl)",145,,,,,,,"vs eth, EtOH",
841,"Berberine chloride dihydrate",,"C<sub>20</sub>H<sub>22</sub>ClNO<sub>6</sub>","5956-60-5",3836585,"407.845","ye cry",,,,,,,,,
842,"Bergenin",,"C<sub>14</sub>H<sub>16</sub>O<sub>9</sub>","477-90-7",47649,"328.272","cry (MeOH)",238,,,,,,,"vs H<sub>2</sub>O, EtOH",
843,"Beryllium 2,4-pentanedioate","Beryllium acetylacetonate","C<sub>10</sub>H<sub>14</sub>BeO<sub>4</sub>","10210-64-7",,"207.228",,"108(1)",270,,"1.168<sup>20</sup>",,,,,
844,"Betaine","1-Carboxy-<i>N,N,N</i>-trimethylmethanaminium, inner salt","C<sub>5</sub>H<sub>11</sub>NO<sub>2</sub>","107-43-7",3537113,"117.147","pr or lf (al)","293 dec",,,,,,,"vs H<sub>2</sub>O, MeOH; s EtOH; sl eth, chl",
845,"Betaine, hydrochloride",,"C<sub>5</sub>H<sub>12</sub>ClNO<sub>2</sub>","590-46-5",3916181,"153.608","mcl cry (al)","227.5",,,,,,,"vs H<sub>2</sub>O",
846,"Betamethasone",,"C<sub>22</sub>H<sub>29</sub>FO<sub>5</sub>","378-44-9",,"392.460","cry (AcOMe)","232 dec",,,,,,,,
847,"Bethanidine",,"C<sub>10</sub>H<sub>15</sub>N<sub>3</sub>","55-73-2",2088068,"177.246","cry (aq MeOH)",196,,,,,,,,
848,"Betonicine",,"C<sub>7</sub>H<sub>13</sub>NO<sub>3</sub>","515-25-3",4136404,"159.183","pr (dil al, +1w)","252 dec",,,,,,,"vs EtOH",
849,"Betulaprenol 9","Nonaisoprenol","C<sub>45</sub>H<sub>74</sub>O","13190-97-1",,"631.069","oil or cry",41,,,,,,,"s chl",
850,"9,9'-Bianthracene",,"C<sub>28</sub>H<sub>18</sub>","1055-23-8",1915002,"354.443",,"321.3",,,,,,,,
851,"δ2,2'(3<i>H</i>,3'<i>H</i>)-Bibenzo[<i>b</i>]thiophene-3,3'-dione","Durindone Red","C<sub>16</sub>H<sub>8</sub>O<sub>2</sub>S<sub>2</sub>","522-75-8",88277,"296.364","br nd (xyl) red mcl nd (bz)",359,"subl",,,,,,"i H<sub>2</sub>O, EtOH; sl chl, CS<sub>2</sub>; s bz, xyl",
852,"Bicyclo[2.2.1]heptane",,"C<sub>7</sub>H<sub>12</sub>","279-23-2",1900379,"96.170",,"87.3(6)","107(6)",,,,,,"vs ace, bz, eth, EtOH",
853,"Bicyclo[4.1.0]heptane","Norcarane","C<sub>7</sub>H<sub>12</sub>","286-08-8",2035920,"96.170",,,"113.8(3)",,"0.853<sup>25</sup>","1.4564<sup>20</sup>",,,,
854,"Bicyclo[2.2.1]heptan-2-one",,"C<sub>7</sub>H<sub>10</sub>O","497-38-1",1209657,"110.153",,"98.0(5)",170,,,,,,,
855,"Bicyclo[2.2.1]hept-2-ene",,"C<sub>7</sub>H<sub>10</sub>","498-66-8",1098544,"94.154",,"46.2(7)","95.69(8)",,,,,,,
856,"Bicyclo[2.2.1]hept-5-ene-2-carbonitrile",,"C<sub>8</sub>H<sub>9</sub>N","95-11-4",2042173,"119.164",,13,,"84<sup>10</sup>","0.999<sup>25</sup>","1.4885<sup>20</sup>",,,,
857,"Bicyclo[2.2.1]hept-5-ene-2-carboxaldehyde",,"C<sub>8</sub>H<sub>10</sub>O","5453-80-5",1363813,"122.164",,,,"71<sup>20</sup>","1.018<sup>25</sup>","1.4893<sup>20</sup>",,,,
858,"Bicyclo[2.2.1]hept-5-ene-2-methanol",,"C<sub>8</sub>H<sub>12</sub>O","95-12-5",,"124.180",,,,"103<sup>20</sup>",,,,,,
859,"[1,1'-Bicyclohexyl]-2-one","2-Cyclohexylcyclohexanone","C<sub>12</sub>H<sub>20</sub>O","90-42-6",1865785,"180.286","liq","-32",264,,"0.9696<sup>25</sup>","1.4877<sup>25</sup>",,,,
860,"1,1'-Bicyclopentyl",,"C<sub>10</sub>H<sub>18</sub>","1636-39-1",2036249,"138.250",,,"190.46(3)",,,,,,"s ctc, CS<sub>2</sub>",
861,"[1,1'-Bicyclopentyl]-2-ol","2-Hydroxybicyclopentyl","C<sub>10</sub>H<sub>18</sub>O","4884-25-7",,"154.249",,20,"233(11)",,"0.9785<sup>15</sup>","1.4884<sup>17</sup>",,,,
862,"[1,1'-Bicyclopentyl]-2-one",,"C<sub>10</sub>H<sub>16</sub>O","4884-24-6",1306869,"152.233","liq","-13","232.5",,"0.9745<sup>21</sup>","1.4763",,,,
863,"Bifenox","Methyl 5-(2,4-dichlorophenoxy)-2-nitrobenzoate","C<sub>14</sub>H<sub>9</sub>Cl<sub>2</sub>NO<sub>5</sub>","42576-02-3",,"342.131",,"86.1(5)",,,,,,,,
864,"Bifenthrin",,"C<sub>23</sub>H<sub>22</sub>ClF<sub>3</sub>O<sub>2</sub>","82657-04-3",,"422.868",,69,,,"1.2<sup>125</sup>",,"0.0001<sup>25</sup>",,,
865,"Biguanide","Imidodicarbonimidic diamide","C<sub>2</sub>H<sub>7</sub>N<sub>5</sub>","56-03-1",507183,"101.111","pr or nd (al)",136,"142 dec",,,,,,"vs H<sub>2</sub>O; s EtOH; i bz, chl",
866,"Bikhaconitine","3-Deoxypseudaconitine","C<sub>36</sub>H<sub>51</sub>NO<sub>11</sub>","6078-26-8",75170,"673.790",,164,,,,,,,"vs eth, EtOH, chl",
867,"Bilirubin",,"C<sub>33</sub>H<sub>36</sub>N<sub>4</sub>O<sub>6</sub>","635-65-4",74376,"584.662","red mcl pr or pl (chl)",,,,,,,,"i H<sub>2</sub>O; sl EtOH, eth; s bz, chl",
868,"Biliverdine","Dehydrobilirubin","C<sub>33</sub>H<sub>34</sub>N<sub>4</sub>O<sub>6</sub>","114-25-0",74351,"582.646","dk grn pl or pr (MeOH)",">300",,,,,,,"i H<sub>2</sub>O; s EtOH, bz; sl eth, chl, CS<sub>2</sub>",
869,"Binapacryl","3-Methyl-2-butenoic acid, 2-<i>sec</i>-butyl-4,6-dinitrophenyl ester","C<sub>15</sub>H<sub>18</sub>N<sub>2</sub>O<sub>6</sub>","485-31-4",,"322.313",,"70.6(5)",,,"1.27<sup>20</sup>",,,,,
870,"1,1'-Binaphthalene","1,1'-Binaphthyl","C<sub>20</sub>H<sub>14</sub>","604-53-5",1871233,"254.325","(i) pl(HOAc) (ii) orth (peth)","159(12)",">360","240<sup>12</sup>","1.3000<sup>20</sup>",,,,"i H<sub>2</sub>O; sl EtOH; s eth, ace, bz, CS<sub>2</sub>",
